58;87;41;1;24
52;20;1;10;5
55;27;0;4;28
256;340;4;645;78
139;38;10;1;5
270;802;61;27;232
54;75;7;0;50
104;119;0;10;83
170;424;14;62;84
242;162;63;4;48
239;214;1;5;27
139;110;40;6;212
166;113;10;138;57
53;336;6;578;98
114;120;75;22;108
77;84;2;13;73
29;6;0;0;3
114;80;35;23;21
57;79;0;0;12
183;459;18;1;147
194;171;7;0;36
31;40;111;19;59
204;143;4;0;31
205;199;2;32;173
98;578;4;96;46
56;49;17;664;238
68;41;6;88;82
3366;567;202;282;25
289;117;7;1577;65
96;212;16;43;51
90;67;204;216;206
87;32;3;1395;34
675;654;150;306;209
133;114;27;33;62
555;629;184;28;43
354;113;12;62;125
185;395;112;1959;216
203;46;51;6;52
224;228;50;4;175
213;58;21;2;89
53;25;0;0;7
136;28;21;1;10
133;59;13;10;89
112;93;188;8;28
112;62;0;0;207
101;109;6;0;107
7;7;0;0;1
100;200;2;17;72
67;2;0;0;12
129;153;80;0;103
185;264;4;106;36
221;204;2;126;75
350;162;32;18;153
83;10;1;6;21
149;139;20;141;74
407;154;314;167;58
147;386;0;0;0
61;23;6;48;52
246;132;22;25;37
89;57;78;2;63
165;195;15;26;63
75;188;44;38;58
115;138;31;10;69
